idx,sample_id,image_path,fake_cls,gt_answers,label,ateeq_score_ft
28,train_000028,/real/bbc_test_500/bbc_test_28.png,original,True,0,0.011183472
29,train_000029,/real/bbc_test_500/bbc_test_29.png,original,True,0,0.33075228
30,train_000030,/real/bbc_test_500/bbc_test_30.png,original,True,0,0.27368268
31,train_000031,/real/bbc_test_500/bbc_test_31.png,original,True,0,0.5998391
32,train_000032,/real/bbc_test_500/bbc_test_32.png,original,True,0,0.77924126
33,train_000033,/real/bbc_test_500/bbc_test_33.png,original,True,0,0.58602774
34,train_000034,/real/bbc_test_500/bbc_test_34.png,original,True,0,0.65127164
35,train_000035,/real/bbc_test_500/bbc_test_35.png,original,True,0,0.8826927
36,train_000036,/real/bbc_test_500/bbc_test_36.png,original,True,0,0.75393385
37,train_000037,/real/bbc_test_500/bbc_test_37.png,original,True,0,0.3990425
38,train_000038,/real/bbc_test_500/bbc_test_38.png,original,True,0,0.4450897
39,train_000039,/real/bbc_test_500/bbc_test_39.png,original,True,0,0.29994196
40,train_000040,/real/bbc_test_500/bbc_test_40.png,original,True,0,0.122788854
41,train_000041,/real/bbc_test_500/bbc_test_41.png,original,True,0,0.37776667
42,train_000042,/real/bbc_test_500/bbc_test_42.png,original,True,0,0.22040224
43,train_000043,/real/bbc_test_500/bbc_test_43.png,original,True,0,0.38219896
44,train_000044,/real/bbc_test_500/bbc_test_44.png,original,True,0,0.0048308703
45,train_000045,/real/bbc_test_500/bbc_test_45.png,original,True,0,0.3486479
46,train_000046,/real/bbc_test_500/bbc_test_46.png,original,True,0,0.1987706
47,train_000047,/real/bbc_test_500/bbc_test_47.png,original,True,0,0.1888343
48,train_000048,/real/bbc_test_500/bbc_test_48.png,original,True,0,0.085433304
49,train_000049,/real/bbc_test_500/bbc_test_49.png,original,True,0,0.3116887
50,train_000050,/real/bbc_test_500/bbc_test_50.png,original,True,0,0.14238453
51,train_000051,/real/bbc_test_500/bbc_test_51.png,original,True,0,0.59406286
52,train_000052,/real/bbc_test_500/bbc_test_52.png,original,True,0,0.7376792
53,train_000053,/real/bbc_test_500/bbc_test_53.png,original,True,0,0.51779604
54,train_000054,/real/bbc_test_500/bbc_test_54.png,original,True,0,0.24019559
55,train_000055,/real/bbc_test_500/bbc_test_55.png,original,True,0,0.73428303
56,train_000056,/real/bbc_test_500/bbc_test_56.png,original,True,0,0.73224366
57,train_000057,/real/bbc_test_500/bbc_test_57.png,original,True,0,0.44745728
58,train_000058,/real/bbc_test_500/bbc_test_58.png,original,True,0,0.0035706603
59,train_000059,/real/bbc_test_500/bbc_test_59.png,original,True,0,0.033668924
60,train_000060,/real/bbc_test_500/bbc_test_60.png,original,True,0,0.09127929
61,train_000061,/real/bbc_test_500/bbc_test_61.png,original,True,0,0.34209973
62,train_000062,/real/bbc_test_500/bbc_test_62.png,original,True,0,0.44384104
63,train_000063,/real/bbc_test_500/bbc_test_63.png,original,True,0,0.77883804
64,train_000064,/real/bbc_test_500/bbc_test_64.png,original,True,0,0.07307919
65,train_000065,/real/bbc_test_500/bbc_test_65.png,original,True,0,0.05225731
66,train_000066,/real/bbc_test_500/bbc_test_66.png,original,True,0,0.30394197
67,train_000067,/real/bbc_test_500/bbc_test_67.png,original,True,0,0.56766784
68,train_000068,/real/bbc_test_500/bbc_test_68.png,original,True,0,0.38125157
69,train_000069,/real/bbc_test_500/bbc_test_69.png,original,True,0,0.04507837
70,train_000070,/real/bbc_test_500/bbc_test_70.png,original,True,0,0.29565632
71,train_000071,/real/bbc_test_500/bbc_test_71.png,original,True,0,0.5353404
72,train_000072,/real/bbc_test_500/bbc_test_72.png,original,True,0,0.35008723
73,train_000073,/real/bbc_test_500/bbc_test_73.png,original,True,0,0.004765805
74,train_000074,/real/bbc_test_500/bbc_test_74.png,original,True,0,0.056048147
75,train_000075,/real/bbc_test_500/bbc_test_75.png,original,True,0,0.26647705
76,train_000076,/real/bbc_test_500/bbc_test_76.png,original,True,0,0.5267881
77,train_000077,/real/bbc_test_500/bbc_test_77.png,original,True,0,0.8063361
78,train_000078,/real/bbc_test_500/bbc_test_78.png,original,True,0,0.3254789
79,train_000079,/real/bbc_test_500/bbc_test_79.png,original,True,0,0.5538501
80,train_000080,/real/bbc_test_500/bbc_test_80.png,original,True,0,0.23717311
81,train_000081,/real/bbc_test_500/bbc_test_81.png,original,True,0,0.011983971
82,train_000082,/real/bbc_test_500/bbc_test_82.png,original,True,0,0.3859468
83,train_000083,/real/bbc_test_500/bbc_test_83.png,original,True,0,0.57006127
84,train_000084,/real/bbc_test_500/bbc_test_84.png,original,True,0,0.9430239
85,train_000085,/real/bbc_test_500/bbc_test_85.png,original,True,0,0.09332021
86,train_000086,/real/bbc_test_500/bbc_test_86.png,original,True,0,0.16031112
87,train_000087,/real/bbc_test_500/bbc_test_87.png,original,True,0,0.017086903
88,train_000088,/real/bbc_test_500/bbc_test_88.png,original,True,0,0.21385077
89,train_000089,/real/bbc_test_500/bbc_test_89.png,original,True,0,0.2728394
90,train_000090,/real/bbc_test_500/bbc_test_90.png,original,True,0,0.8951055
91,train_000091,/real/bbc_test_500/bbc_test_91.png,original,True,0,0.44029617
92,train_000092,/real/bbc_test_500/bbc_test_92.png,original,True,0,0.30632374
93,train_000093,/real/bbc_test_500/bbc_test_93.png,original,True,0,0.4298197
94,train_000094,/real/bbc_test_500/bbc_test_94.png,original,True,0,0.09729439
95,train_000095,/real/bbc_test_500/bbc_test_95.png,original,True,0,0.40993237
96,train_000096,/real/bbc_test_500/bbc_test_96.png,original,True,0,0.2624763
97,train_000097,/real/bbc_test_500/bbc_test_97.png,original,True,0,0.73793423
98,train_000098,/real/bbc_test_500/bbc_test_98.png,original,True,0,0.2339989
99,train_000099,/real/bbc_test_500/bbc_test_99.png,original,True,0,0.15076785
100,train_000100,/real/bbc_test_500/bbc_test_100.png,original,True,0,0.73939556
101,train_000101,/real/bbc_test_500/bbc_test_101.png,original,True,0,0.8346457
102,train_000102,/real/bbc_test_500/bbc_test_102.png,original,True,0,0.45997775
103,train_000103,/real/bbc_test_500/bbc_test_103.png,original,True,0,0.15597601
104,train_000104,/real/bbc_test_500/bbc_test_104.png,original,True,0,0.5801012
105,train_000105,/real/bbc_test_500/bbc_test_105.png,original,True,0,0.07777923
106,train_000106,/real/bbc_test_500/bbc_test_106.png,original,True,0,0.22111274
107,train_000107,/real/bbc_test_500/bbc_test_107.png,original,True,0,0.035693362
108,train_000108,/real/bbc_test_500/bbc_test_108.png,original,True,0,0.10402318
109,train_000109,/real/bbc_test_500/bbc_test_109.png,original,True,0,0.35248056
110,train_000110,/real/bbc_test_500/bbc_test_110.png,original,True,0,0.29608992
111,train_000111,/real/bbc_test_500/bbc_test_111.png,original,True,0,0.32101536
112,train_000112,/real/bbc_test_500/bbc_test_112.png,original,True,0,0.792086
113,train_000113,/real/bbc_test_500/bbc_test_113.png,original,True,0,0.6245207
114,train_000114,/real/bbc_test_500/bbc_test_114.png,original,True,0,0.09155416
115,train_000115,/real/bbc_test_500/bbc_test_115.png,original,True,0,0.62134373
116,train_000116,/real/bbc_test_500/bbc_test_116.png,original,True,0,0.46171618
117,train_000117,/real/bbc_test_500/bbc_test_117.png,original,True,0,0.55424255
118,train_000118,/real/bbc_test_500/bbc_test_118.png,original,True,0,0.24470794
119,train_000119,/real/bbc_test_500/bbc_test_119.png,original,True,0,0.316747
120,train_000120,/real/bbc_test_500/bbc_test_120.png,original,True,0,0.33231562
121,train_000121,/real/bbc_test_500/bbc_test_121.png,original,True,0,0.8071563
122,train_000122,/real/bbc_test_500/bbc_test_122.png,original,True,0,0.6255601
123,train_000123,/real/bbc_test_500/bbc_test_123.png,original,True,0,0.24215272
124,train_000124,/real/bbc_test_500/bbc_test_124.png,original,True,0,0.19259807
125,train_000125,/real/bbc_test_500/bbc_test_125.png,original,True,0,0.09999742
126,train_000126,/real/bbc_test_500/bbc_test_126.png,original,True,0,0.0487939
127,train_000127,/real/bbc_test_500/bbc_test_127.png,original,True,0,0.051887736
128,train_000128,/real/bbc_test_500/bbc_test_128.png,original,True,0,0.28858268
129,train_000129,/real/bbc_test_500/bbc_test_129.png,original,True,0,0.52469254
130,train_000130,/real/bbc_test_500/bbc_test_130.png,original,True,0,0.21858689
131,train_000131,/real/bbc_test_500/bbc_test_131.png,original,True,0,0.14071244
132,train_000132,/real/bbc_test_500/bbc_test_132.png,original,True,0,0.036543295
133,train_000133,/real/bbc_test_500/bbc_test_133.png,original,True,0,0.16395462
134,train_000134,/real/bbc_test_500/bbc_test_134.png,original,True,0,0.20244727
135,train_000135,/real/bbc_test_500/bbc_test_135.png,original,True,0,0.32885647
136,train_000136,/real/bbc_test_500/bbc_test_136.png,original,True,0,0.032617226
137,train_000137,/real/bbc_test_500/bbc_test_137.png,original,True,0,0.072159424
138,train_000138,/real/bbc_test_500/bbc_test_138.png,original,True,0,0.040230952
139,train_000139,/real/bbc_test_500/bbc_test_139.png,original,True,0,0.2967149
140,train_000140,/real/bbc_test_500/bbc_test_140.png,original,True,0,0.26066408
141,train_000141,/real/bbc_test_500/bbc_test_141.png,original,True,0,0.7579843
142,train_000142,/real/bbc_test_500/bbc_test_142.png,original,True,0,0.03092901
143,train_000143,/real/bbc_test_500/bbc_test_143.png,original,True,0,0.2516616
144,train_000144,/real/bbc_test_500/bbc_test_144.png,original,True,0,0.42214084
145,train_000145,/real/bbc_test_500/bbc_test_145.png,original,True,0,0.7972391
146,train_000146,/real/bbc_test_500/bbc_test_146.png,original,True,0,0.24503447
147,train_000147,/real/bbc_test_500/bbc_test_147.png,original,True,0,0.58606344
148,train_000148,/real/bbc_test_500/bbc_test_148.png,original,True,0,0.9973393
149,train_000149,/real/bbc_test_500/bbc_test_149.png,original,True,0,0.55750525
150,train_000150,/real/bbc_test_500/bbc_test_150.png,original,True,0,0.17500646
151,train_000151,/real/bbc_test_500/bbc_test_151.png,original,True,0,0.05641837
152,train_000152,/real/bbc_test_500/bbc_test_152.png,original,True,0,0.6185052
153,train_000153,/real/bbc_test_500/bbc_test_153.png,original,True,0,0.11806992
154,train_000154,/real/bbc_test_500/bbc_test_154.png,original,True,0,0.040944364
155,train_000155,/real/bbc_test_500/bbc_test_155.png,original,True,0,0.7092033
156,train_000156,/real/bbc_test_500/bbc_test_156.png,original,True,0,0.25474346
157,train_000157,/real/bbc_test_500/bbc_test_157.png,original,True,0,0.22989863
158,train_000158,/real/bbc_test_500/bbc_test_158.png,original,True,0,0.32634917
159,train_000159,/real/bbc_test_500/bbc_test_159.png,original,True,0,0.013319751
160,train_000160,/real/bbc_test_500/bbc_test_160.png,original,True,0,0.25677845
161,train_000161,/real/bbc_test_500/bbc_test_161.png,original,True,0,0.5130525
162,train_000162,/real/bbc_test_500/bbc_test_162.png,original,True,0,0.5879078
163,train_000163,/real/bbc_test_500/bbc_test_163.png,original,True,0,0.7778679
164,train_000164,/real/bbc_test_500/bbc_test_164.png,original,True,0,0.29235354
165,train_000165,/real/bbc_test_500/bbc_test_165.png,original,True,0,0.10424542
166,train_000166,/real/bbc_test_500/bbc_test_166.png,original,True,0,0.36807737
167,train_000167,/real/bbc_test_500/bbc_test_167.png,original,True,0,0.24746554
168,train_000168,/real/bbc_test_500/bbc_test_168.png,original,True,0,0.03435827
169,train_000169,/real/bbc_test_500/bbc_test_169.png,original,True,0,0.3176657
170,train_000170,/real/bbc_test_500/bbc_test_170.png,original,True,0,0.66113245
171,train_000171,/real/bbc_test_500/bbc_test_171.png,original,True,0,0.18402345
172,train_000172,/real/bbc_test_500/bbc_test_172.png,original,True,0,0.053672083
173,train_000173,/real/bbc_test_500/bbc_test_173.png,original,True,0,0.6773642
174,train_000174,/real/bbc_test_500/bbc_test_174.png,original,True,0,0.18530819
175,train_000175,/real/bbc_test_500/bbc_test_175.png,original,True,0,0.2439575
176,train_000176,/real/bbc_test_500/bbc_test_176.png,original,True,0,0.17398442
177,train_000177,/real/bbc_test_500/bbc_test_177.png,original,True,0,0.7467812
178,train_000178,/real/bbc_test_500/bbc_test_178.png,original,True,0,0.2356151
179,train_000179,/real/bbc_test_500/bbc_test_179.png,original,True,0,0.047400717
180,train_000180,/real/bbc_test_500/bbc_test_180.png,original,True,0,0.6170355
181,train_000181,/real/bbc_test_500/bbc_test_181.png,original,True,0,0.0953839
182,train_000182,/real/bbc_test_500/bbc_test_182.png,original,True,0,0.5882939
183,train_000183,/real/bbc_test_500/bbc_test_183.png,original,True,0,0.65094507
184,train_000184,/real/bbc_test_500/bbc_test_184.png,original,True,0,0.16510653
185,train_000185,/real/bbc_test_500/bbc_test_185.png,original,True,0,0.4611154
186,train_000186,/real/bbc_test_500/bbc_test_186.png,original,True,0,0.056517042
187,train_000187,/real/bbc_test_500/bbc_test_187.png,original,True,0,0.06085751
188,train_000188,/real/bbc_test_500/bbc_test_188.png,original,True,0,0.49504432
189,train_000189,/real/bbc_test_500/bbc_test_189.png,original,True,0,0.23456876
190,train_000190,/real/bbc_test_500/bbc_test_190.png,original,True,0,0.01913208
191,train_000191,/real/bbc_test_500/bbc_test_191.png,original,True,0,0.68821526
192,train_000192,/real/bbc_test_500/bbc_test_192.png,original,True,0,0.557834
193,train_000193,/real/bbc_test_500/bbc_test_193.png,original,True,0,0.043855287
194,train_000194,/real/bbc_test_500/bbc_test_194.png,original,True,0,0.5366636
195,train_000195,/real/bbc_test_500/bbc_test_195.png,original,True,0,0.7348727
196,train_000196,/real/bbc_test_500/bbc_test_196.png,original,True,0,0.5615023
197,train_000197,/real/bbc_test_500/bbc_test_197.png,original,True,0,0.3122057
198,train_000198,/real/bbc_test_500/bbc_test_198.png,original,True,0,0.31680351
199,train_000199,/real/bbc_test_500/bbc_test_199.png,original,True,0,0.13288656
200,train_000200,/real/bbc_test_500/bbc_test_200.png,original,True,0,0.15986334
201,train_000201,/real/bbc_test_500/bbc_test_201.png,original,True,0,0.8867585
202,train_000202,/real/bbc_test_500/bbc_test_202.png,original,True,0,0.2871107
203,train_000203,/real/bbc_test_500/bbc_test_203.png,original,True,0,0.020913396
204,train_000204,/real/bbc_test_500/bbc_test_204.png,original,True,0,0.21376939
205,train_000205,/real/bbc_test_500/bbc_test_205.png,original,True,0,0.8223552
206,train_000206,/real/bbc_test_500/bbc_test_206.png,original,True,0,0.5095009
207,train_000207,/real/bbc_test_500/bbc_test_207.png,original,True,0,0.14566043
208,train_000208,/real/bbc_test_500/bbc_test_208.png,original,True,0,0.58583575
209,train_000209,/real/bbc_test_500/bbc_test_209.png,original,True,0,0.5144109
210,train_000210,/real/bbc_test_500/bbc_test_210.png,original,True,0,0.16620669
211,train_000211,/real/bbc_test_500/bbc_test_211.png,original,True,0,0.32731026
212,train_000212,/real/bbc_test_500/bbc_test_212.png,original,True,0,0.042653557
213,train_000213,/real/bbc_test_500/bbc_test_213.png,original,True,0,0.26915383
214,train_000214,/real/bbc_test_500/bbc_test_214.png,original,True,0,0.63468957
215,train_000215,/real/bbc_test_500/bbc_test_215.png,original,True,0,0.014292949
216,train_000216,/real/bbc_test_500/bbc_test_216.png,original,True,0,0.8974568
217,train_000217,/real/bbc_test_500/bbc_test_217.png,original,True,0,0.48174024
218,train_000218,/real/bbc_test_500/bbc_test_218.png,original,True,0,0.6369752
219,train_000219,/real/bbc_test_500/bbc_test_219.png,original,True,0,0.26687115
220,train_000220,/real/bbc_test_500/bbc_test_220.png,original,True,0,0.20343696
221,train_000221,/real/bbc_test_500/bbc_test_221.png,original,True,0,0.036572568
222,train_000222,/real/bbc_test_500/bbc_test_222.png,original,True,0,0.5944809
223,train_000223,/real/bbc_test_500/bbc_test_223.png,original,True,0,0.012410969
224,train_000224,/real/bbc_test_500/bbc_test_224.png,original,True,0,0.84821963
225,train_000225,/real/bbc_test_500/bbc_test_225.png,original,True,0,0.71098727
226,train_000226,/real/bbc_test_500/bbc_test_226.png,original,True,0,0.7148794
227,train_000227,/real/bbc_test_500/bbc_test_227.png,original,True,0,0.41265967
228,train_000228,/real/bbc_test_500/bbc_test_228.png,original,True,0,0.45347753
229,train_000229,/real/bbc_test_500/bbc_test_229.png,original,True,0,0.7840615
230,train_000230,/real/bbc_test_500/bbc_test_230.png,original,True,0,0.26857093
231,train_000231,/real/bbc_test_500/bbc_test_231.png,original,True,0,0.085252725
232,train_000232,/real/bbc_test_500/bbc_test_232.png,original,True,0,0.20441182
233,train_000233,/real/bbc_test_500/bbc_test_233.png,original,True,0,0.17097098
234,train_000234,/real/bbc_test_500/bbc_test_234.png,original,True,0,0.8471936
235,train_000235,/real/bbc_test_500/bbc_test_235.png,original,True,0,0.45274398
236,train_000236,/real/bbc_test_500/bbc_test_236.png,original,True,0,0.48945346
237,train_000237,/real/bbc_test_500/bbc_test_237.png,original,True,0,0.3284931
238,train_000238,/real/bbc_test_500/bbc_test_238.png,original,True,0,0.46249405
239,train_000239,/real/bbc_test_500/bbc_test_239.png,original,True,0,0.34475952
240,train_000240,/real/bbc_test_500/bbc_test_240.png,original,True,0,0.36590493
241,train_000241,/real/bbc_test_500/bbc_test_241.png,original,True,0,0.24291734
242,train_000242,/real/bbc_test_500/bbc_test_242.png,original,True,0,0.72241306
243,train_000243,/real/bbc_test_500/bbc_test_243.png,original,True,0,0.28154615
244,train_000244,/real/bbc_test_500/bbc_test_244.png,original,True,0,0.08955011
245,train_000245,/real/bbc_test_500/bbc_test_245.png,original,True,0,0.24922465
246,train_000246,/real/bbc_test_500/bbc_test_246.png,original,True,0,0.3822577
247,train_000247,/real/bbc_test_500/bbc_test_247.png,original,True,0,0.1476325
248,train_000248,/real/bbc_test_500/bbc_test_248.png,original,True,0,0.04762546
249,train_000249,/real/bbc_test_500/bbc_test_249.png,original,True,0,0.43102634
250,train_000250,/real/bbc_test_500/bbc_test_250.png,original,True,0,0.097294666
251,train_000251,/real/bbc_test_500/bbc_test_251.png,original,True,0,0.45489368
252,train_000252,/real/bbc_test_500/bbc_test_252.png,original,True,0,0.2885104
253,train_000253,/real/bbc_test_500/bbc_test_253.png,original,True,0,0.13223052
254,train_000254,/real/bbc_test_500/bbc_test_254.png,original,True,0,0.41245556
255,train_000255,/real/bbc_test_500/bbc_test_255.png,original,True,0,0.055357113
256,train_000256,/real/bbc_test_500/bbc_test_256.png,original,True,0,0.59190553
257,train_000257,/real/bbc_test_500/bbc_test_257.png,original,True,0,0.40675426
258,train_000258,/real/bbc_test_500/bbc_test_258.png,original,True,0,0.008386633
259,train_000259,/real/bbc_test_500/bbc_test_259.png,original,True,0,0.65359753
260,train_000260,/real/bbc_test_500/bbc_test_260.png,original,True,0,0.3788002
261,train_000261,/real/bbc_test_500/bbc_test_261.png,original,True,0,0.50100535
262,train_000262,/real/bbc_test_500/bbc_test_262.png,original,True,0,0.3106828
263,train_000263,/real/bbc_test_500/bbc_test_263.png,original,True,0,0.16383448
264,train_000264,/real/bbc_test_500/bbc_test_264.png,original,True,0,0.09256908
265,train_000265,/real/bbc_test_500/bbc_test_265.png,original,True,0,0.011811111
266,train_000266,/real/bbc_test_500/bbc_test_266.png,original,True,0,0.9050418
267,train_000267,/real/bbc_test_500/bbc_test_267.png,original,True,0,0.16775993
268,train_000268,/real/bbc_test_500/bbc_test_268.png,original,True,0,0.44269806
269,train_000269,/real/bbc_test_500/bbc_test_269.png,original,True,0,0.19067489
270,train_000270,/real/bbc_test_500/bbc_test_270.png,original,True,0,0.17680417
271,train_000271,/real/bbc_test_500/bbc_test_271.png,original,True,0,0.024672043
272,train_000272,/real/bbc_test_500/bbc_test_272.png,original,True,0,0.0059038247
273,train_000273,/real/bbc_test_500/bbc_test_273.png,original,True,0,0.30254754
274,train_000274,/real/bbc_test_500/bbc_test_274.png,original,True,0,0.05931285
275,train_000275,/real/bbc_test_500/bbc_test_275.png,original,True,0,0.8339989
276,train_000276,/real/bbc_test_500/bbc_test_276.png,original,True,0,0.14539817
277,train_000277,/real/bbc_test_500/bbc_test_277.png,original,True,0,0.06831159
278,train_000278,/real/bbc_test_500/bbc_test_278.png,original,True,0,0.45857668
279,train_000279,/real/bbc_test_500/bbc_test_279.png,original,True,0,0.4882167
280,train_000280,/real/bbc_test_500/bbc_test_280.png,original,True,0,0.07940078
281,train_000281,/real/bbc_test_500/bbc_test_281.png,original,True,0,0.32850078
282,train_000282,/real/bbc_test_500/bbc_test_282.png,original,True,0,0.43382278
283,train_000283,/real/bbc_test_500/bbc_test_283.png,original,True,0,0.92928046
284,train_000284,/real/bbc_test_500/bbc_test_284.png,original,True,0,0.700501
285,train_000285,/real/bbc_test_500/bbc_test_285.png,original,True,0,0.86983675
286,train_000286,/real/bbc_test_500/bbc_test_286.png,original,True,0,0.8421946
287,train_000287,/real/bbc_test_500/bbc_test_287.png,original,True,0,0.61980116
288,train_000288,/real/bbc_test_500/bbc_test_288.png,original,True,0,0.2867504
289,train_000289,/real/bbc_test_500/bbc_test_289.png,original,True,0,0.042304013
290,train_000290,/real/bbc_test_500/bbc_test_290.png,original,True,0,0.450067
291,train_000291,/real/bbc_test_500/bbc_test_291.png,original,True,0,0.22243929
292,train_000292,/real/bbc_test_500/bbc_test_292.png,original,True,0,0.005944165
293,train_000293,/real/bbc_test_500/bbc_test_293.png,original,True,0,0.051263954
294,train_000294,/real/bbc_test_500/bbc_test_294.png,original,True,0,0.2384931
295,train_000295,/real/bbc_test_500/bbc_test_295.png,original,True,0,0.6458234
296,train_000296,/real/bbc_test_500/bbc_test_296.png,original,True,0,0.21546456
297,train_000297,/real/bbc_test_500/bbc_test_297.png,original,True,0,0.75527835
298,train_000298,/real/bbc_test_500/bbc_test_298.png,original,True,0,0.1070395
299,train_000299,/real/bbc_test_500/bbc_test_299.png,original,True,0,0.10217053
300,train_000300,/real/bbc_test_500/bbc_test_300.png,original,True,0,0.14041334
301,train_000301,/real/bbc_test_500/bbc_test_301.png,original,True,0,0.1820058
302,train_000302,/real/bbc_test_500/bbc_test_302.png,original,True,0,0.29520503
303,train_000303,/real/bbc_test_500/bbc_test_303.png,original,True,0,0.19467457
304,train_000304,/real/bbc_test_500/bbc_test_304.png,original,True,0,0.74057126
305,train_000305,/real/bbc_test_500/bbc_test_305.png,original,True,0,0.31655103
306,train_000306,/real/bbc_test_500/bbc_test_306.png,original,True,0,0.48176298
307,train_000307,/real/bbc_test_500/bbc_test_307.png,original,True,0,0.27002674
308,train_000308,/real/bbc_test_500/bbc_test_308.png,original,True,0,0.89991933
309,train_000309,/real/bbc_test_500/bbc_test_309.png,original,True,0,0.740502
310,train_000310,/real/bbc_test_500/bbc_test_310.png,original,True,0,0.9333284
311,train_000311,/real/bbc_test_500/bbc_test_311.png,original,True,0,0.6171503
312,train_000312,/real/bbc_test_500/bbc_test_312.png,original,True,0,0.21910304
313,train_000313,/real/bbc_test_500/bbc_test_313.png,original,True,0,0.18540987
314,train_000314,/real/bbc_test_500/bbc_test_314.png,original,True,0,0.6360076
315,train_000315,/real/bbc_test_500/bbc_test_315.png,original,True,0,0.067957126
316,train_000316,/real/bbc_test_500/bbc_test_316.png,original,True,0,0.58120215
317,train_000317,/real/bbc_test_500/bbc_test_317.png,original,True,0,0.38043413
318,train_000318,/real/bbc_test_500/bbc_test_318.png,original,True,0,0.8190673
319,train_000319,/real/bbc_test_500/bbc_test_319.png,original,True,0,0.32127562
320,train_000320,/real/bbc_test_500/bbc_test_320.png,original,True,0,0.52166235
321,train_000321,/real/bbc_test_500/bbc_test_321.png,original,True,0,0.5318281
322,train_000322,/real/bbc_test_500/bbc_test_322.png,original,True,0,0.4610163
323,train_000323,/real/bbc_test_500/bbc_test_323.png,original,True,0,0.36942935
324,train_000324,/real/bbc_test_500/bbc_test_324.png,original,True,0,0.2919482
325,train_000325,/real/bbc_test_500/bbc_test_325.png,original,True,0,0.23328616
326,train_000326,/real/bbc_test_500/bbc_test_326.png,original,True,0,0.841682
327,train_000327,/real/bbc_test_500/bbc_test_327.png,original,True,0,0.050422937
328,train_000328,/real/bbc_test_500/bbc_test_328.png,original,True,0,0.8958908
329,train_000329,/real/bbc_test_500/bbc_test_329.png,original,True,0,0.020789351
330,train_000330,/real/bbc_test_500/bbc_test_330.png,original,True,0,0.080545016
331,train_000331,/real/bbc_test_500/bbc_test_331.png,original,True,0,0.011213589
332,train_000332,/real/bbc_test_500/bbc_test_332.png,original,True,0,0.8258216
333,train_000333,/real/bbc_test_500/bbc_test_333.png,original,True,0,0.109816425
334,train_000334,/real/bbc_test_500/bbc_test_334.png,original,True,0,0.39896077
335,train_000335,/real/bbc_test_500/bbc_test_335.png,original,True,0,0.3994769
336,train_000336,/real/bbc_test_500/bbc_test_336.png,original,True,0,0.7506242
337,train_000337,/real/bbc_test_500/bbc_test_337.png,original,True,0,0.84846216
338,train_000338,/real/bbc_test_500/bbc_test_338.png,original,True,0,0.36074346
339,train_000339,/real/bbc_test_500/bbc_test_339.png,original,True,0,0.08248603
340,train_000340,/real/bbc_test_500/bbc_test_340.png,original,True,0,0.3947613
341,train_000341,/real/bbc_test_500/bbc_test_341.png,original,True,0,0.3110301
342,train_000342,/real/bbc_test_500/bbc_test_342.png,original,True,0,0.47300464
343,train_000343,/real/bbc_test_500/bbc_test_343.png,original,True,0,0.4230525
344,train_000344,/real/bbc_test_500/bbc_test_344.png,original,True,0,0.23932664
345,train_000345,/real/bbc_test_500/bbc_test_345.png,original,True,0,0.09995597
346,train_000346,/real/bbc_test_500/bbc_test_346.png,original,True,0,0.111748815
347,train_000347,/real/bbc_test_500/bbc_test_347.png,original,True,0,0.07736575
