id,geo_match,geo_max,geo_top_in_cap,n_locs,has_gpe
490687,0.6804330945014954,0.6804330945014954,1.0,1,1
1545157,0.8803775310516357,0.8803775310516357,1.0,1,1
1466437,0.5,0.5,0.5,0,0
836443,0.5,0.5,0.5,0,0
784572,0.5,0.5,0.5,0,0
1021592,0.5,0.5,0.5,0,0
1451790,0.5,0.5,0.5,0,0
183760,0.9999890327453613,0.9999890327453613,1.0,1,1
1652377,0.9882382154464722,0.5789933204650879,1.0,2,1
245379,0.9914565682411194,0.9914565682411194,1.0,1,1
836127,0.5,0.5,0.5,0,0
313655,0.9925960898399353,0.9925960898399353,1.0,1,1
288777,0.9412990808486938,0.9412990808486938,1.0,1,1
312116,0.5,0.5,0.5,0,0
281869,0.5,0.5,0.5,0,0
1461757,0.5,0.5,0.5,0,0
179738,0.5,0.5,0.5,0,0
610466,0.5,0.5,0.5,0,0
1530900,0.7819421291351318,0.7819421291351318,1.0,1,1
378113,0.9965643286705017,0.9965643286705017,1.0,1,1
1507362,0.5,0.5,0.5,0,0
678684,0.7572378516197205,0.7572378516197205,1.0,1,1
162917,0.874569833278656,0.874569833278656,1.0,1,1
520851,0.9377134442329407,0.9377134442329407,1.0,1,1
103333,0.5,0.5,0.5,0,0
941906,0.866060197353363,0.866060197353363,1.0,1,1
765297,0.999911904335022,0.999911904335022,1.0,1,1
415856,0.5,0.5,0.5,0,0
398244,0.9999889135360718,0.9999889135360718,1.0,1,1
610466,0.5,0.5,0.5,0,0
318435,0.5,0.5,0.5,0,0
567520,0.5,0.5,0.5,0,0
1463823,0.5,0.5,0.5,0,0
839881,0.9997667670249939,0.9985830783843994,1.0,2,1
794796,0.5,0.5,0.5,0,0
989084,0.5,0.5,0.5,0,0
71628,0.9951321482658386,0.9951321482658386,1.0,1,1
626502,0.5,0.5,0.5,0,0
1674661,0.5,0.5,0.5,0,0
1003684,0.5,0.5,0.5,0,0
400100,0.8659350275993347,0.8659350275993347,1.0,1,1
620567,0.8867326378822327,0.8867326378822327,1.0,1,1
458242,0.5,0.5,0.5,0,0
919315,0.9447987079620361,0.93462073802948,1.0,2,1
1530770,0.5,0.5,0.5,0,0
528278,0.5,0.5,0.5,0,0
506937,0.5,0.5,0.5,0,0
1595763,0.9939917922019958,0.9939917922019958,1.0,1,1
771017,0.5,0.5,0.5,0,0
686088,0.5,0.5,0.5,0,0
764025,0.9947926998138428,0.9730318784713745,1.0,2,1
1511699,0.5,0.5,0.5,0,0
229290,0.5,0.5,0.5,0,0
806979,0.5,0.5,0.5,0,0
118255,0.5,0.5,0.5,0,0
665359,0.5,0.5,0.5,0,0
686464,0.882138729095459,0.882138729095459,1.0,1,1
828221,0.5,0.5,0.5,0,0
720877,0.5656673312187195,0.5656673312187195,1.0,1,1
75414,0.5,0.5,0.5,0,0
544928,0.5,0.5,0.5,0,0
109209,0.9988099336624146,0.9988099336624146,1.0,1,1
1193352,0.8375265598297119,0.8375265598297119,1.0,1,1
1237915,0.5793432593345642,0.5793432593345642,1.0,1,1
217683,0.5,0.5,0.5,0,0
449312,0.5,0.5,0.5,0,0
1251613,0.5,0.5,0.5,0,0
98908,0.5,0.5,0.5,0,0
1480527,0.5,0.5,0.5,0,0
1071634,0.9991881251335144,0.9991881251335144,1.0,1,1
354725,0.1945742815732956,0.1945742815732956,0.0,1,1
124031,0.5,0.5,0.5,0,0
323372,0.5,0.5,0.5,0,0
523389,0.5,0.5,0.5,0,0
419491,0.5,0.5,0.5,0,0
1265767,0.5,0.5,0.5,0,0
597964,0.5,0.5,0.5,0,0
1550118,0.5,0.5,0.5,0,0
597642,0.5,0.5,0.5,0,0
112857,0.8768411874771118,0.8768411874771118,1.0,1,1
731564,0.9999336004257202,0.8651277422904968,1.0,2,1
82288,0.8265506625175476,0.8265506625175476,1.0,1,1
249417,0.5,0.5,0.5,0,0
299304,0.5,0.5,0.5,0,0
999724,0.9991951584815979,0.9939724802970886,1.0,3,1
927797,0.7403460144996643,0.7403460144996643,1.0,1,1
796291,0.9905389547348022,0.9905389547348022,1.0,1,1
320491,0.5,0.5,0.5,0,0
995405,0.9134120345115662,0.9134120345115662,1.0,1,1
1043469,0.5,0.5,0.5,0,0
987962,0.8470426201820374,0.8470426201820374,1.0,1,1
956854,0.9961563944816589,0.9961563944816589,1.0,1,1
923042,0.5,0.5,0.5,0,0
1591220,0.5,0.5,0.5,0,0
676118,0.9954584836959839,0.9954584836959839,1.0,1,1
379235,0.9074419736862183,0.9074419736862183,1.0,1,1
563659,0.5,0.5,0.5,0,0
43003,0.5,0.5,0.5,0,0
265394,0.9816938042640686,0.9816938042640686,1.0,1,1
1482319,0.5,0.5,0.5,0,0
792067,0.9997767210006714,0.9909742474555969,1.0,2,1
1634428,0.7672343254089355,0.6652240753173828,1.0,2,1
809197,0.5,0.5,0.5,0,0
1466092,0.5,0.5,0.5,0,0
446813,0.9995704293251038,0.8018367886543274,1.0,2,1
1241591,0.5,0.5,0.5,0,0
88691,0.999584972858429,0.9768458604812622,1.0,2,1
346155,0.9983616471290588,0.9983616471290588,1.0,1,1
92735,0.5,0.5,0.5,0,0
154111,0.9958613514900208,0.9958613514900208,1.0,1,1
794914,0.5,0.5,0.5,0,0
1039556,0.5,0.5,0.5,0,0
309582,0.3151523470878601,0.3151523470878601,0.0,1,1
637732,0.5,0.5,0.5,0,0
495431,0.9872181415557861,0.9872181415557861,1.0,1,1
1445985,0.019563626497983932,0.019563626497983932,0.0,1,1
400247,0.5,0.5,0.5,0,0
1627250,0.5476258993148804,0.5108457803726196,1.0,2,1
61882,0.5,0.5,0.5,0,0
243702,0.9985212087631226,0.7987073659896851,1.0,2,1
249402,0.9969300627708435,0.9969300627708435,1.0,1,1
458208,0.5,0.5,0.5,0,0
312064,0.9162129759788513,0.9162129759788513,1.0,1,1
137261,0.5,0.5,0.5,0,0
1008170,0.5,0.5,0.5,0,0
419078,0.5,0.5,0.5,0,0
1195145,0.5,0.5,0.5,0,0
149554,0.5,0.5,0.5,0,0
571600,0.9735612869262695,0.9735612869262695,1.0,1,1
593348,0.5,0.5,0.5,0,0
988817,0.5,0.5,0.5,0,0
1446166,0.9962013959884644,0.7935744524002075,1.0,2,1
171610,0.9996304512023926,0.9996304512023926,1.0,1,1
1215597,0.9990229606628418,0.9990229606628418,1.0,1,1
820218,0.9892997741699219,0.9854245781898499,1.0,2,1
1269757,0.5,0.5,0.5,0,0
613231,0.5,0.5,0.5,0,0
1269369,0.5,0.5,0.5,0,0
662031,0.5,0.5,0.5,0,0
1487779,0.9693946242332458,0.9693946242332458,1.0,1,1
1598736,0.5,0.5,0.5,0,0
854838,0.5,0.5,0.5,0,0
246549,0.5,0.5,0.5,0,0
1203288,0.5,0.5,0.5,0,0
1172956,0.9999140501022339,0.9999140501022339,1.0,1,1
1210956,0.5,0.5,0.5,0,0
318435,0.5,0.5,0.5,0,0
575602,0.8596605062484741,0.4409615695476532,1.0,2,1
1239937,0.9990187883377075,0.9990187883377075,1.0,1,1
1641843,0.9996559619903564,0.9871202111244202,1.0,3,1
1512049,0.9901868104934692,0.9901868104934692,1.0,1,1
573087,0.5,0.5,0.5,0,0
149552,0.9900332093238831,0.9900332093238831,1.0,1,1
120259,0.5,0.5,0.5,0,0
375881,0.5,0.5,0.5,0,0
279289,0.9993225336074829,0.9993225336074829,1.0,1,1
1050169,0.9937300682067871,0.9937300682067871,1.0,1,1
140417,0.9998676180839539,0.999708354473114,1.0,2,1
220144,0.980993390083313,0.6172308325767517,1.0,2,1
686329,0.5,0.5,0.5,0,0
668476,0.20503012835979462,0.20503012835979462,0.0,1,1
1598421,0.8648816347122192,0.8648816347122192,1.0,1,1
346214,0.989816427230835,0.989816427230835,1.0,1,1
260225,0.5,0.5,0.5,0,0
1102894,0.5,0.5,0.5,0,0
1676687,0.5,0.5,0.5,0,0
1588194,0.9999878406524658,0.9999878406524658,1.0,1,1
995822,0.5,0.5,0.5,0,0
44617,0.9967769980430603,0.9967769980430603,1.0,1,1
526774,0.5,0.5,0.5,0,0
626814,0.5,0.5,0.5,0,0
582585,0.5,0.5,0.5,0,0
1141076,0.9998125433921814,0.9998125433921814,1.0,1,1
950590,0.26956889033317566,0.26956889033317566,0.0,1,1
233330,0.9999996423721313,0.9999996423721313,1.0,1,1
1646109,0.09391364455223083,0.09391364455223083,0.0,1,1
1273961,0.9998613595962524,0.9998613595962524,1.0,1,1
196360,0.9291359186172485,0.9291359186172485,1.0,1,1
965694,0.5,0.5,0.5,0,0
736701,0.5377201437950134,0.5377201437950134,1.0,1,1
394320,0.5,0.5,0.5,0,0
567603,0.5,0.5,0.5,0,0
573288,0.5,0.5,0.5,0,0
416897,0.5,0.5,0.5,0,0
96190,0.9935097098350525,0.9005554914474487,1.0,2,1
1228428,0.5,0.5,0.5,0,0
1141295,0.5,0.5,0.5,0,0
431817,0.5,0.5,0.5,0,0
744218,0.5,0.5,0.5,0,0
735428,0.5,0.5,0.5,0,0
812655,0.5,0.5,0.5,0,0
43988,0.9999806880950928,0.9999806880950928,1.0,1,1
430591,0.9892094135284424,0.598269522190094,1.0,2,1
1125865,0.9400274157524109,0.9400274157524109,1.0,1,1
416449,0.9997377991676331,0.9987157583236694,1.0,2,1
407110,0.9992269277572632,0.9992269277572632,1.0,1,1
1470271,0.9980023503303528,0.9980023503303528,1.0,1,1
954504,0.999985933303833,0.9226620197296143,1.0,2,1
1573554,0.8611681461334229,0.8611681461334229,1.0,1,1
389922,0.9783118367195129,0.9783118367195129,1.0,1,1
1003811,0.5,0.5,0.5,0,0
687867,0.5,0.5,0.5,0,0
1647124,0.5,0.5,0.5,0,0
750603,0.9999783039093018,0.9999783039093018,1.0,1,1
1452520,0.9987335801124573,0.9987335801124573,1.0,1,1
1596815,0.5,0.5,0.5,0,0
675342,0.9940470457077026,0.8307771682739258,1.0,2,1
1228241,0.5,0.5,0.5,0,0
701835,0.5,0.5,0.5,0,0
1235965,0.23842324316501617,0.23842324316501617,0.0,1,1
547660,0.9988143444061279,0.9988143444061279,1.0,1,1
1010255,0.5,0.5,0.5,0,0
497715,0.9989326596260071,0.9989326596260071,1.0,1,1
251485,0.5,0.5,0.5,0,0
960157,0.5,0.5,0.5,0,0
1082072,0.8150334358215332,0.8150334358215332,1.0,1,1
618196,0.5788151025772095,0.5788151025772095,1.0,1,1
163416,0.9874197840690613,0.9874197840690613,1.0,1,1
600962,0.9998853802680969,0.9997591376304626,1.0,2,1
1228799,0.5,0.5,0.5,0,0
1210406,0.5,0.5,0.5,0,0
808415,0.5,0.5,0.5,0,0
760921,0.991297721862793,0.991297721862793,1.0,1,1
1483041,0.8008813858032227,0.8008813858032227,1.0,1,1
484536,0.5,0.5,0.5,0,0
1271223,0.934349775314331,0.934349775314331,1.0,1,1
1042281,0.9810251593589783,0.9810251593589783,1.0,1,1
1052626,0.9998912811279297,0.5931503772735596,1.0,2,1
857446,0.5,0.5,0.5,0,0
1086862,0.9976165294647217,0.9976165294647217,1.0,1,1
553631,0.5,0.5,0.5,0,0
1622318,0.5,0.5,0.5,0,0
909867,0.325430303812027,0.325430303812027,0.0,1,1
41443,0.9999330639839172,0.9451696872711182,1.0,2,1
128439,0.5,0.5,0.5,0,0
489850,0.9991908669471741,0.9991908669471741,1.0,1,1
804705,0.306593120098114,0.306593120098114,0.0,1,1
266214,0.9958853125572205,0.9958853125572205,1.0,1,1
1578528,0.5,0.5,0.5,0,0
87251,0.9626860022544861,0.9626860022544861,1.0,1,1
313201,0.5,0.5,0.5,0,0
834891,0.5,0.5,0.5,0,0
46489,0.5,0.5,0.5,0,0
50343,0.6042057871818542,0.6042057871818542,1.0,1,1
1039138,0.5,0.5,0.5,0,0
978575,0.9853678345680237,0.9853678345680237,1.0,1,1
758730,0.9990756511688232,0.9990756511688232,1.0,1,1
1166150,0.40247371792793274,0.3573397099971771,0.0,2,1
856632,0.9997909665107727,0.9997909665107727,1.0,1,1
672278,0.5,0.5,0.5,0,0
226415,0.6315090656280518,0.3304905891418457,0.0,2,1
134370,0.5,0.5,0.5,0,0
832056,0.9976947903633118,0.9976947903633118,1.0,1,1
109168,0.9999002814292908,0.9910586476325989,1.0,2,1
328247,0.8099493384361267,0.8099493384361267,1.0,1,1
950560,0.5,0.5,0.5,0,0
1642034,0.5,0.5,0.5,0,0
1507362,0.5,0.5,0.5,0,0
80209,0.5,0.5,0.5,0,0
390735,0.5,0.5,0.5,0,0
101404,0.5,0.5,0.5,0,0
724600,0.9998809099197388,0.9569684267044067,1.0,3,1
1468108,0.9987415671348572,0.9987415671348572,1.0,1,1
77557,0.5,0.5,0.5,0,0
244184,0.5,0.5,0.5,0,0
104595,0.7708277106285095,0.7708277106285095,1.0,1,1
1541626,0.9998968839645386,0.9998968839645386,1.0,1,1
1210406,0.5,0.5,0.5,0,0
299410,0.5,0.5,0.5,0,0
559300,0.9996843338012695,0.9996843338012695,1.0,1,1
1603941,0.5,0.5,0.5,0,0
677564,0.5,0.5,0.5,0,0
1526507,0.5,0.5,0.5,0,0
1137242,0.9989719390869141,0.9989719390869141,1.0,1,1
1240197,0.5554670095443726,0.5554670095443726,1.0,1,1
1579889,0.46525150537490845,0.46525150537490845,0.0,1,1
946717,0.5372199416160583,0.5372199416160583,1.0,1,1
131252,0.9357324242591858,0.9357324242591858,1.0,1,1
335529,0.9998372793197632,0.9998372793197632,1.0,1,1
1070120,0.9888928532600403,0.9888928532600403,1.0,1,1
987939,0.5,0.5,0.5,0,0
534821,0.5,0.5,0.5,0,0
705434,0.999993085861206,0.917611300945282,1.0,2,1
1151214,0.9728158712387085,0.9728158712387085,1.0,1,1
371005,0.5,0.5,0.5,0,0
764550,0.5,0.5,0.5,0,0
67507,0.5,0.5,0.5,0,0
644043,0.711323618888855,0.711323618888855,1.0,1,1
1490985,0.9003651142120361,0.9003651142120361,1.0,1,1
476441,0.9964836835861206,0.9964836835861206,1.0,1,1
413517,0.5,0.5,0.5,0,0
1250024,0.6855560541152954,0.6855560541152954,1.0,1,1
304723,0.5,0.5,0.5,0,0
1206207,0.5,0.5,0.5,0,0
95232,0.988243818283081,0.988243818283081,1.0,1,1
848491,0.8231568336486816,0.8231568336486816,1.0,1,1
1246109,0.9949638843536377,0.9949638843536377,1.0,1,1
1222687,0.9986498355865479,0.9079514741897583,1.0,2,1
770455,0.99993896484375,0.99993896484375,1.0,1,1
201905,0.8563518524169922,0.7172926068305969,1.0,2,1
365899,0.5,0.5,0.5,0,0
720538,0.5,0.5,0.5,0,0
710161,0.5,0.5,0.5,0,0
1536265,0.5,0.5,0.5,0,0
871676,0.9830700159072876,0.9830700159072876,1.0,1,1
184033,0.5,0.5,0.5,0,0
228732,0.5,0.5,0.5,0,0
779328,0.5,0.5,0.5,0,0
1471634,0.9998277425765991,0.9700210094451904,1.0,2,1
1273656,0.9123288989067078,0.9123288989067078,1.0,1,1
902092,0.9999716281890869,0.7009217143058777,1.0,2,1
401911,0.5,0.5,0.5,0,0
896922,0.5,0.5,0.5,0,0
309566,0.9987198114395142,0.9987198114395142,1.0,1,1
584339,0.9997077584266663,0.9989063739776611,1.0,2,1
990397,0.6077213883399963,0.6077213883399963,1.0,1,1
896529,0.5,0.5,0.5,0,0
138926,0.9997493624687195,0.49987468123435974,1.0,2,1
265128,0.9871604442596436,0.9871604442596436,1.0,1,1
1543039,0.9624496102333069,0.9624496102333069,1.0,1,1
162917,0.874569833278656,0.874569833278656,1.0,1,1
806979,0.5,0.5,0.5,0,0
1671969,0.9975212216377258,0.9975212216377258,1.0,1,1
367663,0.9999902248382568,0.9999902248382568,1.0,1,1
260211,0.998229444026947,0.998229444026947,1.0,1,1
167625,0.9879992008209229,0.9879992008209229,1.0,1,1
1046608,0.5,0.5,0.5,0,0
823259,0.5,0.5,0.5,0,0
1534197,0.5,0.5,0.5,0,0
1469082,0.9998869895935059,0.9998664855957031,1.0,2,1
864715,0.5,0.5,0.5,0,0
927953,0.5,0.5,0.5,0,0
1228799,0.5,0.5,0.5,0,0
1243306,0.5,0.5,0.5,0,0
304042,0.9963546991348267,0.9963546991348267,1.0,1,1
1286254,0.5,0.5,0.5,0,0
1074049,0.9020717144012451,0.7697347402572632,1.0,2,1
1042419,0.9999942779541016,0.9999942779541016,1.0,1,1
1604307,0.9997908473014832,0.9997908473014832,1.0,1,1
1264042,0.5,0.5,0.5,0,0
53068,0.9998443126678467,0.9161314368247986,1.0,2,1
1484356,0.5,0.5,0.5,0,0
1109230,0.9546194672584534,0.9546194672584534,1.0,1,1
1254909,0.5,0.5,0.5,0,0
324716,0.5,0.5,0.5,0,0
81093,0.5,0.5,0.5,0,0
1027672,0.9985036849975586,0.9985036849975586,1.0,1,1
1545676,0.9992614388465881,0.9992614388465881,1.0,1,1
77605,0.9971622228622437,0.9345943927764893,1.0,3,1
431192,0.9870156049728394,0.9870156049728394,1.0,1,1
335529,0.9998372793197632,0.9998372793197632,1.0,1,1
590456,0.9999803304672241,0.9999803304672241,1.0,1,1
544817,0.5,0.5,0.5,0,0
183911,0.9834080338478088,0.9834080338478088,1.0,1,1
696189,0.5,0.5,0.5,0,0
737916,0.5,0.5,0.5,0,0
1477848,0.5,0.5,0.5,0,0
690263,0.9983493089675903,0.9983493089675903,1.0,1,1
1255128,0.9965618252754211,0.9965618252754211,1.0,1,1
1259108,0.5,0.5,0.5,0,0
99221,0.5,0.5,0.5,0,0
176974,0.9998633861541748,0.9998633861541748,1.0,1,1
434817,0.5,0.5,0.5,0,0
425556,0.5,0.5,0.5,0,0
1670675,0.5,0.5,0.5,0,0
567886,0.5,0.5,0.5,0,0
678742,0.9954134821891785,0.9954134821891785,1.0,1,1
1165396,0.5,0.5,0.5,0,0
215615,0.9425002932548523,0.9425002932548523,1.0,1,1
761055,0.5,0.5,0.5,0,0
128929,0.5,0.5,0.5,0,0
116193,0.5,0.5,0.5,0,0
56489,0.999976634979248,0.999976634979248,1.0,1,1
940394,0.9901909828186035,0.9901909828186035,1.0,1,1
1227905,0.9727733731269836,0.9727733731269836,1.0,1,1
385697,0.5,0.5,0.5,0,0
750846,0.5,0.5,0.5,0,0
148392,0.26065897941589355,0.26065897941589355,0.0,1,1
1447628,0.864190936088562,0.864190936088562,1.0,1,1
376131,0.9844521284103394,0.9844521284103394,1.0,1,1
189485,0.5,0.5,0.5,0,0
718393,0.5,0.5,0.5,0,0
57886,0.5,0.5,0.5,0,0
602564,0.9875327944755554,0.9875327944755554,1.0,1,1
830382,0.5,0.5,0.5,0,0
1649519,0.9993025660514832,0.9440513253211975,1.0,2,1
175689,0.5,0.5,0.5,0,0
774723,0.5,0.5,0.5,0,0
404879,0.9995562434196472,0.9995562434196472,1.0,1,1
1246934,0.9922904372215271,0.9922904372215271,1.0,1,1
66186,0.9807314276695251,0.7832165360450745,1.0,3,1
963915,0.9993547201156616,0.6140314340591431,1.0,4,1
1528910,0.5,0.5,0.5,0,0
580954,0.9487816095352173,0.9487816095352173,1.0,1,1
238956,0.5,0.5,0.5,0,0
676118,0.9954584836959839,0.9954584836959839,1.0,1,1
421572,0.5,0.5,0.5,0,0
962967,0.5,0.5,0.5,0,0
854806,0.21563981473445892,0.21563981473445892,0.0,1,1
698999,0.5,0.5,0.5,0,0
1212439,0.5,0.5,0.5,0,0
1226568,0.9999767541885376,0.7275036573410034,1.0,3,1
80463,0.985774040222168,0.985774040222168,1.0,1,1
806347,0.5,0.5,0.5,0,0
1142807,0.961214005947113,0.961214005947113,1.0,1,1
343325,0.5,0.5,0.5,0,0
141204,0.9991423487663269,0.9977236390113831,1.0,2,1
193398,0.9991857409477234,0.9991857409477234,1.0,1,1
238780,0.8145199418067932,0.8145199418067932,1.0,1,1
1039405,0.9982733130455017,0.4987054765224457,1.0,3,1
1240336,0.9999939799308777,0.994210958480835,1.0,3,1
1549065,0.5,0.5,0.5,0,0
1449651,0.999975323677063,0.999975323677063,1.0,1,1
1262770,0.5,0.5,0.5,0,0
181363,0.9891602993011475,0.6978172659873962,1.0,2,1
1152648,0.5,0.5,0.5,0,0
109209,0.9988099336624146,0.9988099336624146,1.0,1,1
472525,0.9986112117767334,0.9986112117767334,1.0,1,1
755396,0.5,0.5,0.5,0,0
1216085,0.5,0.5,0.5,0,0
452907,0.5,0.5,0.5,0,0
1085250,0.5,0.5,0.5,0,0
212734,0.26295754313468933,0.26295754313468933,0.0,1,1
180190,0.9985874891281128,0.9985874891281128,1.0,1,1
218594,0.5,0.5,0.5,0,0
1599311,0.9931004047393799,0.9931004047393799,1.0,1,1
969764,0.23598074913024902,0.23598074913024902,0.0,1,1
823944,0.5,0.5,0.5,0,0
478656,0.5,0.5,0.5,0,0
665046,0.5,0.5,0.5,0,0
416334,0.5,0.5,0.5,0,0
1179966,0.5,0.5,0.5,0,0
202515,0.8591557145118713,0.7422155737876892,1.0,2,1
981086,0.9864128828048706,0.9864128828048706,1.0,1,1
477112,0.5,0.5,0.5,0,0
1241537,0.8512917160987854,0.8512917160987854,1.0,1,1
1259323,0.5,0.5,0.5,0,0
143664,0.9330571293830872,0.9330571293830872,1.0,1,1
246441,0.9905998110771179,0.9905998110771179,1.0,1,1
300729,0.5,0.5,0.5,0,0
1560103,0.5,0.5,0.5,0,0
668444,0.9998643398284912,0.9079095721244812,1.0,2,1
668685,0.9999748468399048,0.9999748468399048,1.0,1,1
404539,0.5,0.5,0.5,0,0
677112,0.9999765157699585,0.9999765157699585,1.0,1,1
95232,0.988243818283081,0.988243818283081,1.0,1,1
254882,0.5,0.5,0.5,0,0
186457,0.9998606443405151,0.9998606443405151,1.0,1,1
1606803,0.9994828701019287,0.9994828701019287,1.0,1,1
795579,0.5,0.5,0.5,0,0
1062715,0.998229444026947,0.998229444026947,1.0,1,1
1130107,0.5,0.5,0.5,0,0
1639505,0.9995085000991821,0.9995085000991821,1.0,1,1
1232045,0.9986175298690796,0.9986175298690796,1.0,1,1
200233,0.8869661092758179,0.8869661092758179,1.0,1,1
444860,0.9997256398200989,0.9997256398200989,1.0,1,1
87124,0.5,0.5,0.5,0,0
179575,0.9958009123802185,0.9958009123802185,1.0,1,1
986051,0.9975836873054504,0.696374237537384,1.0,2,1
662402,0.5,0.5,0.5,0,0
626346,0.5,0.5,0.5,0,0
625470,0.5,0.5,0.5,0,0
590601,0.5,0.5,0.5,0,0
69890,0.9999946355819702,0.9999946355819702,1.0,1,1
203179,0.9589199423789978,0.9441904425621033,1.0,2,1
87303,0.5,0.5,0.5,0,0
121964,0.715939998626709,0.715939998626709,1.0,1,1
282357,0.5,0.5,0.5,0,0
934604,0.9806016683578491,0.9466762542724609,1.0,2,1
848391,0.5,0.5,0.5,0,0
936714,0.9992992281913757,0.5826987624168396,1.0,2,1
863300,0.5,0.5,0.5,0,0
385912,0.5,0.5,0.5,0,0
399431,0.5,0.5,0.5,0,0
1512049,0.9901868104934692,0.9901868104934692,1.0,1,1
1188993,0.9964271783828735,0.9853696823120117,1.0,2,1
1458818,0.5,0.5,0.5,0,0
997813,0.9968278408050537,0.5987547636032104,1.0,2,1
253002,0.9946197271347046,0.9946197271347046,1.0,1,1
1124563,0.9989194869995117,0.9989194869995117,1.0,1,1
498737,0.5,0.5,0.5,0,0
761596,0.5,0.5,0.5,0,0
1454309,0.5,0.5,0.5,0,0
72970,0.5,0.5,0.5,0,0
1037409,0.9999408721923828,0.9999233484268188,1.0,2,1
321046,0.5,0.5,0.5,0,0
772737,0.5,0.5,0.5,0,0
323643,0.5,0.5,0.5,0,0
498352,0.9945487380027771,0.8990925550460815,1.0,2,1
342699,0.9937512278556824,0.4968756139278412,1.0,2,1
537789,0.9978346228599548,0.9875642657279968,1.0,2,1
1642637,0.5,0.5,0.5,0,0
1585139,0.5,0.5,0.5,0,0
1155519,0.5,0.5,0.5,0,0
419078,0.5,0.5,0.5,0,0
1140322,0.9910919070243835,0.9910919070243835,1.0,1,1
387470,0.44298145174980164,0.44298145174980164,0.0,1,1
219339,0.5,0.5,0.5,0,0
205898,0.5,0.5,0.5,0,0
1071578,0.9996698498725891,0.995703399181366,1.0,4,1
1607643,0.9983536005020142,0.9983536005020142,1.0,1,1
